init,     2026-04-23 11:48:26.671955
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=54, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     54
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 2, -5.405536,    2, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train,    4239, 217085, 189.299420,   89, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.813, speed 24.163, term success
train_t,  4239, 217085, 189.299420,   89, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.813, speed 24.163, term success
train,    4240, 217134, -0.356300,   49, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 27.002, term collision
train_t,  4240, 217134, -0.356300,   49, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 27.002, term collision
train,    4241, 217170, 35.391117,   36, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.373, speed 25.214, term collision
train_t,  4241, 217170, 35.391117,   36, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.373, speed 25.214, term collision
train,    4242, 217217, 44.757183,   47, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.474, speed 21.602, term collision
train_t,  4242, 217217, 44.757183,   47, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.474, speed 21.602, term collision
train,    4243, 217263, 163.259262,   46, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.940, speed 27.157, term success
train_t,  4243, 217263, 163.259262,   46, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.940, speed 27.157, term success
train,    4244, 217330, 124.075216,   67, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.642, speed 27.450, term success
train_t,  4244, 217330, 124.075216,   67, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.642, speed 27.450, term success
train,    4245, 217434, 130.086314,  104, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.507, speed 27.187, term success
train_t,  4245, 217434, 130.086314,  104, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.507, speed 27.187, term success
train,    4246, 217491, 103.445238,   57, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.650, speed 28.340, term success
train_t,  4246, 217491, 103.445238,   57, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.650, speed 28.340, term success
train,    4247, 217564, 45.712105,   73, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.654, speed 26.643, term collision
train_t,  4247, 217564, 45.712105,   73, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.654, speed 26.643, term collision
train,    4248, 217626, 71.024709,   62, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.601, speed 26.358, term success
train_t,  4248, 217626, 71.024709,   62, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.601, speed 26.358, term success
train,    4249, 217694, 110.614524,   68, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.402, speed 27.750, term success
train_t,  4249, 217694, 110.614524,   68, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.402, speed 27.750, term success
train,    4250, 217794, 47.835043,  100, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.898, speed 26.418, term success
train_t,  4250, 217794, 47.835043,  100, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.898, speed 26.418, term success
update,   4250,   85, 217794, 71.411306, -0.000000
train,    4251, 217796, -15.222194,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.920, term collision
train_t,  4251, 217796, -15.222194,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.920, term collision
train,    4252, 217828, 105.483960,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.583, speed 27.714, term success
train_t,  4252, 217828, 105.483960,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.583, speed 27.714, term success
train,    4253, 217876, 102.600612,   48, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.817, speed 22.376, term success
train_t,  4253, 217876, 102.600612,   48, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.817, speed 22.376, term success
train,    4254, 217908, 139.039103,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.766, speed 27.507, term success
train_t,  4254, 217908, 139.039103,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.766, speed 27.507, term success
train,    4255, 217957, 159.801125,   49, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.793, speed 25.301, term success
train_t,  4255, 217957, 159.801125,   49, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.793, speed 25.301, term success
train,    4256, 217989, 105.523094,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.722, speed 28.800, term success
train_t,  4256, 217989, 105.523094,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.722, speed 28.800, term success
train,    4257, 218007, -23.413574,   18, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 24.806, term collision
train_t,  4257, 218007, -23.413574,   18, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 24.806, term collision
train,    4258, 218057, 157.443393,   50, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.690, speed 27.984, term success
train_t,  4258, 218057, 157.443393,   50, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.690, speed 27.984, term success
train,    4259, 218093, 48.914584,   36, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.485, speed 28.800, term success
train_t,  4259, 218093, 48.914584,   36, 0.00,    5, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.485, speed 28.800, term success
train,    4260, 218189, 56.082604,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.512, speed 23.358, term collision
train_t,  4260, 218189, 56.082604,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.512, speed 23.358, term collision
train,    4261, 218223, 225.000000,   34, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.007, term success
train_t,  4261, 218223, 225.000000,   34, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.007, term success
train,    4262, 218296, 31.513827,   73, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.487, speed 25.086, term success
train_t,  4262, 218296, 31.513827,   73, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.487, speed 25.086, term success
train,    4263, 218328, 141.865754,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.811, speed 23.805, term success
train_t,  4263, 218328, 141.865754,   32, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.811, speed 23.805, term success
train,    4264, 218360, 53.699090,   32, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.448, speed 23.082, term collision
train_t,  4264, 218360, 53.699090,   32, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.448, speed 23.082, term collision
train,    4265, 218423, 82.246790,   63, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.936, speed 27.002, term success
train_t,  4265, 218423, 82.246790,   63, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.936, speed 27.002, term success
train,    4266, 218488, 10.012907,   65, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.594, speed 26.374, term collision
train_t,  4266, 218488, 10.012907,   65, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.594, speed 26.374, term collision
train,    4267, 218566, -39.576937,   78, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.242, speed 27.359, term collision
train_t,  4267, 218566, -39.576937,   78, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.242, speed 27.359, term collision
train,    4268, 218613, 150.777569,   47, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.318, term success
train_t,  4268, 218613, 150.777569,   47, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.318, term success
train,    4269, 218675, 163.411975,   62, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.696, speed 25.715, term success
train_t,  4269, 218675, 163.411975,   62, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.696, speed 25.715, term success
train,    4270, 218716, 119.041948,   41, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.726, speed 26.851, term collision
train_t,  4270, 218716, 119.041948,   41, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.726, speed 26.851, term collision
train,    4271, 218745, 47.598904,   29, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.014, speed 26.413, term collision
train_t,  4271, 218745, 47.598904,   29, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.014, speed 26.413, term collision
train,    4272, 218837, 127.093016,   92, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.574, speed 28.800, term success
train_t,  4272, 218837, 127.093016,   92, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.574, speed 28.800, term success
train,    4273, 218883, 34.407686,   46, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.690, speed 26.523, term collision
train_t,  4273, 218883, 34.407686,   46, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.690, speed 26.523, term collision
train,    4274, 218968, 148.340605,   85, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.795, speed 25.004, term success
train_t,  4274, 218968, 148.340605,   85, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.795, speed 25.004, term success
train,    4275, 218994, 49.269441,   26, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 26.464, term collision
train_t,  4275, 218994, 49.269441,   26, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 26.464, term collision
train,    4276, 219090, 126.404886,   96, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.681, speed 25.118, term success
train_t,  4276, 219090, 126.404886,   96, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.681, speed 25.118, term success
train,    4277, 219148, 51.199498,   58, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.349, speed 24.853, term collision
train_t,  4277, 219148, 51.199498,   58, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.349, speed 24.853, term collision
train,    4278, 219180, 79.724997,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.639, speed 23.140, term success
train_t,  4278, 219180, 79.724997,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.639, speed 23.140, term success
train,    4279, 219257, 39.379949,   77, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.700, speed 26.363, term collision
train_t,  4279, 219257, 39.379949,   77, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.700, speed 26.363, term collision
train,    4280, 219321, 58.989614,   64, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.522, speed 23.272, term collision
train_t,  4280, 219321, 58.989614,   64, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.522, speed 23.272, term collision
train,    4281, 219408, 79.041939,   87, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.332, speed 24.959, term success
train_t,  4281, 219408, 79.041939,   87, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.332, speed 24.959, term success
train,    4282, 219485, 95.777149,   77, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.716, speed 25.639, term success
train_t,  4282, 219485, 95.777149,   77, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.716, speed 25.639, term success
train,    4283, 219526, 58.794274,   41, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.350, speed 28.300, term collision
train_t,  4283, 219526, 58.794274,   41, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.350, speed 28.300, term collision
train,    4284, 219569, 21.690445,   43, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.196, speed 24.119, term collision
train_t,  4284, 219569, 21.690445,   43, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.196, speed 24.119, term collision
train,    4285, 219624, 45.111491,   55, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.128, speed 23.615, term collision
train_t,  4285, 219624, 45.111491,   55, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.128, speed 23.615, term collision
train,    4286, 219660, 92.390773,   36, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.665, speed 28.560, term success
train_t,  4286, 219660, 92.390773,   36, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.665, speed 28.560, term success
train,    4287, 219727, 61.209766,   67, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.594, speed 26.399, term success
train_t,  4287, 219727, 61.209766,   67, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.594, speed 26.399, term success
train,    4288, 219759, 82.567037,   32, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.829, speed 23.867, term success
train_t,  4288, 219759, 82.567037,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.829, speed 23.867, term success
train,    4289, 219786, -2.286100,   27, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.187, speed 23.826, term collision
train_t,  4289, 219786, -2.286100,   27, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.187, speed 23.826, term collision
train,    4290, 219882, 85.131591,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.685, speed 28.255, term collision
train_t,  4290, 219882, 85.131591,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.685, speed 28.255, term collision
train,    4291, 219914, 102.879905,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.463, speed 23.633, term success
train_t,  4291, 219914, 102.879905,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.463, speed 23.633, term success
train,    4292, 219947, 103.607988,   33, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.480, speed 24.343, term success
train_t,  4292, 219947, 103.607988,   33, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.480, speed 24.343, term success
train,    4293, 219996, 107.389654,   49, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.034, speed 24.683, term collision
train_t,  4293, 219996, 107.389654,   49, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.034, speed 24.683, term collision
train,    4294, 220082, 75.927719,   86, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.326, speed 25.622, term success
train_t,  4294, 220082, 75.927719,   86, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.326, speed 25.622, term success
train,    4295, 220178, 56.442325,   96, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.784, speed 25.676, term collision
train_t,  4295, 220178, 56.442325,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.784, speed 25.676, term collision
train,    4296, 220180, 33.203114,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.116, speed 25.076, term collision
train_t,  4296, 220180, 33.203114,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.116, speed 25.076, term collision
train,    4297, 220300, 114.371936,  120, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.693, speed 25.857, term success
train_t,  4297, 220300, 114.371936,  120, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.693, speed 25.857, term success
train,    4298, 220405, 150.631032,  105, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.645, speed 23.874, term success
train_t,  4298, 220405, 150.631032,  105, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.645, speed 23.874, term success
train,    4299, 220437, 110.491817,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.759, speed 28.800, term success
train_t,  4299, 220437, 110.491817,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.759, speed 28.800, term success
train,    4300, 220520, 82.154942,   83, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.504, speed 25.634, term success
train_t,  4300, 220520, 82.154942,   83, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.504, speed 25.634, term success
update,   4300,   86, 220520, 117.498184, -0.000000
val,      4300, 94.266134, 0.3219,  59.8699,   0.1101, 0.6376,  26.3813, timeout 0.0000, progress 0.5835, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:6/20|success:14/20
val_t,    4300, 220520, 94.266134, 0.3219,  59.8699,   0.1101, 0.6376,  26.3813, timeout 0.0000, progress 0.5835, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:6/20|success:14/20
train,    4301, 220573, 66.782725,   53, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.419, speed 25.688, term collision
train_t,  4301, 220573, 66.782725,   53, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.419, speed 25.688, term collision
train,    4302, 220616, 54.179559,   43, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.294, speed 25.894, term collision
train_t,  4302, 220616, 54.179559,   43, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.294, speed 25.894, term collision
train,    4303, 220693, 193.753416,   77, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.459, term success
train_t,  4303, 220693, 193.753416,   77, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.459, term success
train,    4304, 220734, 128.681329,   41, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.517, speed 27.374, term collision
train_t,  4304, 220734, 128.681329,   41, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.517, speed 27.374, term collision
train,    4305, 220783, 10.969041,   49, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.269, speed 21.509, term collision
train_t,  4305, 220783, 10.969041,   49, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.269, speed 21.509, term collision
train,    4306, 220791, -10.523989,    8, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.198, speed 26.677, term collision
train_t,  4306, 220791, -10.523989,    8, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.198, speed 26.677, term collision
train,    4307, 220855, 123.899099,   64, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.910, speed 25.530, term success
train_t,  4307, 220855, 123.899099,   64, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.910, speed 25.530, term success
train,    4308, 220887, 110.014764,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.692, speed 26.568, term success
train_t,  4308, 220887, 110.014764,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.692, speed 26.568, term success
train,    4309, 220963, 57.481444,   76, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.451, speed 28.800, term success
train_t,  4309, 220963, 57.481444,   76, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.451, speed 28.800, term success
train,    4310, 220997, 157.764875,   34, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 20.339, term success
train_t,  4310, 220997, 157.764875,   34, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 20.339, term success
train,    4311, 221095, 166.704362,   98, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.427, term success
train_t,  4311, 221095, 166.704362,   98, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.427, term success
train,    4312, 221150, 104.762520,   55, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.745, speed 27.279, term collision
train_t,  4312, 221150, 104.762520,   55, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.745, speed 27.279, term collision
train,    4313, 221184, 11.385094,   34, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.361, speed 22.660, term collision
train_t,  4313, 221184, 11.385094,   34, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.361, speed 22.660, term collision
train,    4314, 221250, 53.554236,   66, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.340, speed 26.017, term collision
train_t,  4314, 221250, 53.554236,   66, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.340, speed 26.017, term collision
train,    4315, 221349, 155.989615,   99, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.858, speed 26.411, term success
train_t,  4315, 221349, 155.989615,   99, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.858, speed 26.411, term success
train,    4316, 221398, 99.234841,   49, 0.00,    5, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.251, term success
train_t,  4316, 221398, 99.234841,   49, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.251, term success
train,    4317, 221477, 70.817106,   79, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.774, speed 24.153, term success
train_t,  4317, 221477, 70.817106,   79, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.774, speed 24.153, term success
train,    4318, 221535, 188.011593,   58, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.812, speed 25.108, term success
train_t,  4318, 221535, 188.011593,   58, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.812, speed 25.108, term success
train,    4319, 221581, 52.110108,   46, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.463, speed 22.905, term collision
train_t,  4319, 221581, 52.110108,   46, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.463, speed 22.905, term collision
train,    4320, 221636, 122.454896,   55, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.450, speed 28.300, term collision
train_t,  4320, 221636, 122.454896,   55, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.450, speed 28.300, term collision
train,    4321, 221722, 120.891167,   86, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.979, term success
train_t,  4321, 221722, 120.891167,   86, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.979, term success
train,    4322, 221724, -3.852984,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 26.117, term collision
