init,     2026-04-23 11:48:26.766157
note,     ILLUSTRATIVE DEMO LOG - ours dense, slightly better than baseline dense demo; not experimental data
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=55, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     55
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 2, 52.907861,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.563, term collision
train,    2883, 137150, 190.172304,   63, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.863, speed 28.579, term success
train_t,  2883, 137150, 190.172304,   63, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.863, speed 28.579, term success
train,    2884, 137217, 148.262148,   67, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.461, speed 27.343, term success
train_t,  2884, 137217, 148.262148,   67, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.461, speed 27.343, term success
train,    2885, 137259, 162.824878,   42, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.631, speed 24.702, term success
train_t,  2885, 137259, 162.824878,   42, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.631, speed 24.702, term success
train,    2886, 137291, 125.935101,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.809, speed 24.434, term success
train_t,  2886, 137291, 125.935101,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.809, speed 24.434, term success
train,    2887, 137329, 129.666859,   38, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.332, speed 28.127, term success
train_t,  2887, 137329, 129.666859,   38, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.332, speed 28.127, term success
train,    2888, 137361, 74.595745,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.553, speed 24.034, term success
train_t,  2888, 137361, 74.595745,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.553, speed 24.034, term success
train,    2889, 137393, 121.795632,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.814, speed 24.303, term success
train_t,  2889, 137393, 121.795632,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.814, speed 24.303, term success
train,    2890, 137492, 67.627029,   99, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.766, speed 23.906, term success
train_t,  2890, 137492, 67.627029,   99, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.766, speed 23.906, term success
train,    2891, 137524, 185.877259,   32, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.738, term success
train_t,  2891, 137524, 185.877259,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.738, term success
train,    2892, 137543, -45.000000,   19, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  2892, 137543, -45.000000,   19, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    2893, 137639, 47.823428,   96, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.698, speed 28.800, term success
train_t,  2893, 137639, 47.823428,   96, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.698, speed 28.800, term success
train,    2894, 137759, 133.892120,  120, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.454, speed 24.159, term success
train_t,  2894, 137759, 133.892120,  120, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.454, speed 24.159, term success
train,    2895, 137788, -44.095043,   29, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.164, speed 21.251, term collision
train_t,  2895, 137788, -44.095043,   29, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.164, speed 21.251, term collision
train,    2896, 137884, 145.000000,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 27.271, term collision
train_t,  2896, 137884, 145.000000,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 27.271, term collision
train,    2897, 137922, 137.009440,   38, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.624, speed 26.856, term success
train_t,  2897, 137922, 137.009440,   38, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.624, speed 26.856, term success
train,    2898, 137934, 102.924882,   12, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.067, speed 27.832, term collision
train_t,  2898, 137934, 102.924882,   12, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.067, speed 27.832, term collision
train,    2899, 138013, 110.225109,   79, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.962, speed 28.800, term success
train_t,  2899, 138013, 110.225109,   79, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.962, speed 28.800, term success
train,    2900, 138075, 15.675391,   62, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.291, speed 28.300, term collision
train_t,  2900, 138075, 15.675391,   62, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.291, speed 28.300, term collision
update,   2900,   58, 138075, 52.036315, -0.000000
val,      2900, 82.899516, 0.3358,  53.1580,   0.1518, 0.5352,  23.7225, timeout 0.0000, progress 0.5979, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:7/20|success:13/20
val_t,    2900, 138075, 82.899516, 0.3358,  53.1580,   0.1518, 0.5352,  23.7225, timeout 0.0000, progress 0.5979, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:7/20|success:13/20
train,    2901, 138077, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.355, term collision
train_t,  2901, 138077, -45.000000,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.355, term collision
train,    2902, 138079, 109.648555,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.289, speed 26.649, term collision
train_t,  2902, 138079, 109.648555,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.289, speed 26.649, term collision
train,    2903, 138168, 153.459212,   89, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.367, term success
train_t,  2903, 138168, 153.459212,   89, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.367, term success
train,    2904, 138213, 88.415292,   45, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.461, speed 27.705, term collision
train_t,  2904, 138213, 88.415292,   45, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.461, speed 27.705, term collision
train,    2905, 138249, 74.454792,   36, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.580, speed 27.020, term success
train_t,  2905, 138249, 74.454792,   36, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.580, speed 27.020, term success
train,    2906, 138369, 136.298949,  120, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.800, speed 24.235, term success
train_t,  2906, 138369, 136.298949,  120, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.800, speed 24.235, term success
train,    2907, 138415, 114.129570,   46, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.865, speed 26.261, term success
train_t,  2907, 138415, 114.129570,   46, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.865, speed 26.261, term success
train,    2908, 138487, 165.628498,   72, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.655, term success
train_t,  2908, 138487, 165.628498,   72, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.655, term success
train,    2909, 138523, -30.485364,   36, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.238, speed 23.546, term collision
train_t,  2909, 138523, -30.485364,   36, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.238, speed 23.546, term collision
train,    2910, 138599, 99.117661,   76, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.517, speed 25.683, term success
train_t,  2910, 138599, 99.117661,   76, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.517, speed 25.683, term success
train,    2911, 138646, 73.327259,   47, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.679, speed 26.452, term success
train_t,  2911, 138646, 73.327259,   47, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.679, speed 26.452, term success
train,    2912, 138673, 2.937776,   27, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.080, speed 18.500, term collision
train_t,  2912, 138673, 2.937776,   27, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.080, speed 18.500, term collision
train,    2913, 138683, -16.196058,   10, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.203, speed 24.733, term collision
train_t,  2913, 138683, -16.196058,   10, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.203, speed 24.733, term collision
train,    2914, 138715, 63.183939,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.472, speed 28.387, term success
train_t,  2914, 138715, 63.183939,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.472, speed 28.387, term success
train,    2915, 138806, 67.649858,   91, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.646, speed 25.326, term success
train_t,  2915, 138806, 67.649858,   91, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.646, speed 25.326, term success
train,    2916, 138830, 75.143772,   24, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.174, speed 24.139, term collision
train_t,  2916, 138830, 75.143772,   24, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.174, speed 24.139, term collision
train,    2917, 138850, 23.327336,   20, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  2917, 138850, 23.327336,   20, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    2918, 138882, 174.398478,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.533, speed 27.558, term success
train_t,  2918, 138882, 174.398478,   32, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.533, speed 27.558, term success
train,    2919, 138968, 102.482854,   86, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.643, speed 24.629, term collision
train_t,  2919, 138968, 102.482854,   86, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.643, speed 24.629, term collision
train,    2920, 139004, 3.053586,   36, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.476, speed 23.258, term collision
train_t,  2920, 139004, 3.053586,   36, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.476, speed 23.258, term collision
train,    2921, 139006, 28.782376,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.172, speed 25.615, term collision
train_t,  2921, 139006, 28.782376,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.172, speed 25.615, term collision
train,    2922, 139070, 145.000000,   64, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.527, speed 21.169, term collision
train_t,  2922, 139070, 145.000000,   64, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.527, speed 21.169, term collision
train,    2923, 139171, 176.225739,  101, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.810, speed 27.053, term success
train_t,  2923, 139171, 176.225739,  101, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.810, speed 27.053, term success
train,    2924, 139266, 9.409320,   95, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 26.898, term collision
train_t,  2924, 139266, 9.409320,   95, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 26.898, term collision
train,    2925, 139341, 80.693814,   75, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.683, term success
train_t,  2925, 139341, 80.693814,   75, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.683, term success
train,    2926, 139412, 145.000000,   71, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.693, speed 28.300, term collision
train_t,  2926, 139412, 145.000000,   71, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.693, speed 28.300, term collision
train,    2927, 139497, 79.135222,   85, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.784, speed 25.194, term collision
train_t,  2927, 139497, 79.135222,   85, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.784, speed 25.194, term collision
train,    2928, 139529, -37.540268,   32, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.222, speed 27.101, term collision
train_t,  2928, 139529, -37.540268,   32, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.222, speed 27.101, term collision
train,    2929, 139599, 95.172436,   70, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.455, speed 28.042, term success
train_t,  2929, 139599, 95.172436,   70, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.455, speed 28.042, term success
train,    2930, 139713, 81.234690,  114, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.417, speed 24.968, term success
train_t,  2930, 139713, 81.234690,  114, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.417, speed 24.968, term success
train,    2931, 139801, 208.093939,   88, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.542, speed 28.800, term success
train_t,  2931, 139801, 208.093939,   88, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.542, speed 28.800, term success
train,    2932, 139908, 87.894540,  107, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.396, speed 25.491, term success
train_t,  2932, 139908, 87.894540,  107, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.396, speed 25.491, term success
train,    2933, 139951, 78.704721,   43, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.292, speed 25.762, term success
train_t,  2933, 139951, 78.704721,   43, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.292, speed 25.762, term success
train,    2934, 139965, 39.172082,   14, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  2934, 139965, 39.172082,   14, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    2935, 140003, 1.407942,   38, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.964, term collision
train_t,  2935, 140003, 1.407942,   38, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.964, term collision
train,    2936, 140070, 174.624649,   67, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.649, speed 24.573, term success
train_t,  2936, 140070, 174.624649,   67, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.649, speed 24.573, term success
train,    2937, 140160, 29.868932,   90, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.581, speed 23.034, term collision
train_t,  2937, 140160, 29.868932,   90, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.581, speed 23.034, term collision
train,    2938, 140205, -6.563290,   45, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.125, speed 20.057, term collision
train_t,  2938, 140205, -6.563290,   45, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.125, speed 20.057, term collision
train,    2939, 140290, 102.823396,   85, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 24.542, term collision
train_t,  2939, 140290, 102.823396,   85, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 24.542, term collision
train,    2940, 140330, 71.219382,   40, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.156, speed 27.160, term collision
train_t,  2940, 140330, 71.219382,   40, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.156, speed 27.160, term collision
train,    2941, 140349, 4.874986,   19, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.295, speed 24.592, term collision
train_t,  2941, 140349, 4.874986,   19, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.295, speed 24.592, term collision
train,    2942, 140403, 13.497418,   54, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.238, speed 26.225, term collision
train_t,  2942, 140403, 13.497418,   54, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.238, speed 26.225, term collision
train,    2943, 140461, 99.948830,   58, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.650, speed 23.768, term success
train_t,  2943, 140461, 99.948830,   58, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.650, speed 23.768, term success
train,    2944, 140506, 32.496331,   45, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.467, speed 27.264, term collision
train_t,  2944, 140506, 32.496331,   45, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.467, speed 27.264, term collision
train,    2945, 140538, 68.478066,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.206, term success
train_t,  2945, 140538, 68.478066,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.206, term success
train,    2946, 140634, 81.908309,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 26.363, term collision
train_t,  2946, 140634, 81.908309,   96, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 26.363, term collision
train,    2947, 140704, 12.733757,   70, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.582, speed 26.998, term collision
train_t,  2947, 140704, 12.733757,   70, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.582, speed 26.998, term collision
train,    2948, 140780, 30.235352,   76, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.640, speed 24.646, term success
train_t,  2948, 140780, 30.235352,   76, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.640, speed 24.646, term success
train,    2949, 140836, 63.777600,   56, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.647, speed 22.971, term success
train_t,  2949, 140836, 63.777600,   56, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.647, speed 22.971, term success
train,    2950, 140885, 70.953292,   49, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.733, speed 23.275, term collision
train_t,  2950, 140885, 70.953292,   49, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.733, speed 23.275, term collision
update,   2950,   59, 140885, 90.882794, -0.000000
train,    2951, 140993, 131.906208,  108, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.773, speed 26.250, term success
train_t,  2951, 140993, 131.906208,  108, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.773, speed 26.250, term success
train,    2952, 141068, 46.559263,   75, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.411, speed 28.101, term collision
train_t,  2952, 141068, 46.559263,   75, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.411, speed 28.101, term collision
train,    2953, 141162, 121.473628,   94, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.866, speed 28.800, term success
train_t,  2953, 141162, 121.473628,   94, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.866, speed 28.800, term success
train,    2954, 141183, -43.841264,   21, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.123, speed 27.279, term collision
train_t,  2954, 141183, -43.841264,   21, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.123, speed 27.279, term collision
train,    2955, 141280, 120.841796,   97, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.822, speed 22.459, term success
train_t,  2955, 141280, 120.841796,   97, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.822, speed 22.459, term success
train,    2956, 141338, 35.379609,   58, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.114, speed 26.543, term collision
train_t,  2956, 141338, 35.379609,   58, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.114, speed 26.543, term collision
train,    2957, 141370, 131.188919,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.974, speed 23.487, term success
train_t,  2957, 141370, 131.188919,   32, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.974, speed 23.487, term success
train,    2958, 141466, 58.281084,   96, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 23.351, term collision
train_t,  2958, 141466, 58.281084,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 23.351, term collision
train,    2959, 141524, -14.259184,   58, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.407, speed 21.283, term collision
train_t,  2959, 141524, -14.259184,   58, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.407, speed 21.283, term collision
train,    2960, 141575, 182.581387,   51, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 28.800, term success
train_t,  2960, 141575, 182.581387,   51, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 28.800, term success
train,    2961, 141607, 134.221868,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.762, speed 25.411, term success
train_t,  2961, 141607, 134.221868,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.762, speed 25.411, term success
train,    2962, 141691, 44.297187,   84, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.677, speed 27.433, term collision
train_t,  2962, 141691, 44.297187,   84, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.677, speed 27.433, term collision
train,    2963, 141787, 95.816402,   96, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.794, speed 22.678, term collision
train_t,  2963, 141787, 95.816402,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.794, speed 22.678, term collision
train,    2964, 141867, 122.704137,   80, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.635, speed 27.065, term collision
train_t,  2964, 141867, 122.704137,   80, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.635, speed 27.065, term collision
train,    2965, 141898, 63.871762,   31, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.734, speed 23.262, term collision
train_t,  2965, 141898, 63.871762,   31, 1.00,   16, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.734, speed 23.262, term collision
